,sharpness
1539,"tf.Tensor(5.65379799748743, shape=(), dtype=float64)"
1540,"tf.Tensor(5.0715199845893775, shape=(), dtype=float64)"
1541,"tf.Tensor(4.75767595920073, shape=(), dtype=float64)"
1542,"tf.Tensor(5.23750262009041, shape=(), dtype=float64)"
1543,"tf.Tensor(6.891021074981457, shape=(), dtype=float64)"
1544,"tf.Tensor(6.596371421073492, shape=(), dtype=float64)"
1545,"tf.Tensor(5.143304210078976, shape=(), dtype=float64)"
1546,"tf.Tensor(6.857846267933062, shape=(), dtype=float64)"
1547,"tf.Tensor(7.9550710745850415, shape=(), dtype=float64)"
1548,"tf.Tensor(6.668997836366646, shape=(), dtype=float64)"
1549,"tf.Tensor(5.921760312160915, shape=(), dtype=float64)"
1550,"tf.Tensor(6.029732122501727, shape=(), dtype=float64)"
1551,"tf.Tensor(8.084124410050894, shape=(), dtype=float64)"
1552,"tf.Tensor(7.98523242512359, shape=(), dtype=float64)"
1553,"tf.Tensor(6.238540108810864, shape=(), dtype=float64)"
1554,"tf.Tensor(8.673292691230259, shape=(), dtype=float64)"
1555,"tf.Tensor(7.000187319995805, shape=(), dtype=float64)"
1556,"tf.Tensor(8.220642042024176, shape=(), dtype=float64)"
1557,"tf.Tensor(5.0715199845893775, shape=(), dtype=float64)"
1558,"tf.Tensor(6.452196030001593, shape=(), dtype=float64)"
1559,"tf.Tensor(5.253073006892014, shape=(), dtype=float64)"
1560,"tf.Tensor(4.3095539766811575, shape=(), dtype=float64)"
1561,"tf.Tensor(6.287041019232348, shape=(), dtype=float64)"
1562,"tf.Tensor(6.694754360919305, shape=(), dtype=float64)"
1563,"tf.Tensor(7.258609594929649, shape=(), dtype=float64)"
1564,"tf.Tensor(8.50599475815997, shape=(), dtype=float64)"
1565,"tf.Tensor(7.876900569226464, shape=(), dtype=float64)"
1566,"tf.Tensor(7.452144811865784, shape=(), dtype=float64)"
1567,"tf.Tensor(5.875893124469847, shape=(), dtype=float64)"
1568,"tf.Tensor(8.154406094534997, shape=(), dtype=float64)"
1569,"tf.Tensor(6.310666912616273, shape=(), dtype=float64)"
1570,"tf.Tensor(5.842073698989513, shape=(), dtype=float64)"
1571,"tf.Tensor(7.225552161415738, shape=(), dtype=float64)"
1572,"tf.Tensor(5.649143864196195, shape=(), dtype=float64)"
1573,"tf.Tensor(7.376027709383203, shape=(), dtype=float64)"
1574,"tf.Tensor(8.4833183088045, shape=(), dtype=float64)"
1575,"tf.Tensor(6.959416447258377, shape=(), dtype=float64)"
1576,"tf.Tensor(7.271785192938371, shape=(), dtype=float64)"
1577,"tf.Tensor(7.673821734868601, shape=(), dtype=float64)"
1578,"tf.Tensor(5.419253228030318, shape=(), dtype=float64)"
1579,"tf.Tensor(6.166473990887567, shape=(), dtype=float64)"
1580,"tf.Tensor(5.621973526486874, shape=(), dtype=float64)"
1581,"tf.Tensor(6.261316215767458, shape=(), dtype=float64)"
1582,"tf.Tensor(6.256575329236418, shape=(), dtype=float64)"
1583,"tf.Tensor(6.010140690998876, shape=(), dtype=float64)"
1584,"tf.Tensor(7.581047164329414, shape=(), dtype=float64)"
1585,"tf.Tensor(7.058609672396561, shape=(), dtype=float64)"
1586,"tf.Tensor(6.677203798973603, shape=(), dtype=float64)"
1587,"tf.Tensor(6.258906837507413, shape=(), dtype=float64)"
1588,"tf.Tensor(8.642245476684916, shape=(), dtype=float64)"
1589,"tf.Tensor(8.614239958725953, shape=(), dtype=float64)"
1590,"tf.Tensor(6.245206396244147, shape=(), dtype=float64)"
1591,"tf.Tensor(5.424899658256376, shape=(), dtype=float64)"
1592,
1593,"tf.Tensor(8.363786795732528, shape=(), dtype=float64)"
1594,"tf.Tensor(6.04874414780644, shape=(), dtype=float64)"
1595,"tf.Tensor(7.959964654651451, shape=(), dtype=float64)"
1596,"tf.Tensor(8.400732110424443, shape=(), dtype=float64)"
1597,"tf.Tensor(6.673059702546443, shape=(), dtype=float64)"
1598,"tf.Tensor(8.16014326272557, shape=(), dtype=float64)"
1599,"tf.Tensor(6.191739617715931, shape=(), dtype=float64)"
1600,"tf.Tensor(6.167087777685128, shape=(), dtype=float64)"
1601,"tf.Tensor(7.077191463324791, shape=(), dtype=float64)"
1602,"tf.Tensor(6.537814027741793, shape=(), dtype=float64)"
1603,"tf.Tensor(6.182259600287975, shape=(), dtype=float64)"
1604,"tf.Tensor(9.086724420324197, shape=(), dtype=float64)"
1605,"tf.Tensor(8.63653854438155, shape=(), dtype=float64)"
1606,"tf.Tensor(7.285374924074977, shape=(), dtype=float64)"
1607,"tf.Tensor(5.361062184769735, shape=(), dtype=float64)"
1608,"tf.Tensor(6.1737042168958425, shape=(), dtype=float64)"
1609,"tf.Tensor(6.312605350865231, shape=(), dtype=float64)"
1610,"tf.Tensor(6.314112865758271, shape=(), dtype=float64)"
1611,"tf.Tensor(6.114526498790608, shape=(), dtype=float64)"
1612,"tf.Tensor(5.468326166403099, shape=(), dtype=float64)"
1613,"tf.Tensor(6.634595405881122, shape=(), dtype=float64)"
1614,"tf.Tensor(7.880023250703485, shape=(), dtype=float64)"
1615,"tf.Tensor(5.793616244970264, shape=(), dtype=float64)"
1616,"tf.Tensor(7.5158152744416995, shape=(), dtype=float64)"
1617,"tf.Tensor(8.068660740252126, shape=(), dtype=float64)"
1618,"tf.Tensor(6.621577265903207, shape=(), dtype=float64)"
1619,"tf.Tensor(7.924418580339928, shape=(), dtype=float64)"
1620,"tf.Tensor(7.526992284400774, shape=(), dtype=float64)"
1621,"tf.Tensor(7.493689751245132, shape=(), dtype=float64)"
1622,"tf.Tensor(6.110387548349856, shape=(), dtype=float64)"
1623,"tf.Tensor(6.846537226047165, shape=(), dtype=float64)"
1624,"tf.Tensor(7.065396292844575, shape=(), dtype=float64)"
1625,"tf.Tensor(5.94982613580946, shape=(), dtype=float64)"
1626,"tf.Tensor(7.547995105832601, shape=(), dtype=float64)"
1627,"tf.Tensor(6.587386155690755, shape=(), dtype=float64)"
1628,"tf.Tensor(7.092932144936758, shape=(), dtype=float64)"
1629,"tf.Tensor(5.302429282850755, shape=(), dtype=float64)"
1630,"tf.Tensor(6.834514858469247, shape=(), dtype=float64)"
1631,"tf.Tensor(5.405081235579957, shape=(), dtype=float64)"
1632,"tf.Tensor(6.238132921565365, shape=(), dtype=float64)"
1633,"tf.Tensor(5.720919899189714, shape=(), dtype=float64)"
1634,"tf.Tensor(7.643366856870826, shape=(), dtype=float64)"
1635,"tf.Tensor(6.420610075677961, shape=(), dtype=float64)"
1636,
1637,"tf.Tensor(6.431046790253798, shape=(), dtype=float64)"
1638,"tf.Tensor(7.101674716523866, shape=(), dtype=float64)"
1639,"tf.Tensor(4.758045357582793, shape=(), dtype=float64)"
1640,"tf.Tensor(5.856890071848733, shape=(), dtype=float64)"
1641,"tf.Tensor(4.459199692512329, shape=(), dtype=float64)"
1642,"tf.Tensor(6.36588431761502, shape=(), dtype=float64)"
1643,"tf.Tensor(6.316492971964315, shape=(), dtype=float64)"
1644,"tf.Tensor(5.6236423999719065, shape=(), dtype=float64)"
1645,"tf.Tensor(8.043435261198255, shape=(), dtype=float64)"
1646,"tf.Tensor(6.418628613053312, shape=(), dtype=float64)"
1647,"tf.Tensor(8.673026648994318, shape=(), dtype=float64)"
1648,"tf.Tensor(4.0484354308219315, shape=(), dtype=float64)"
1649,"tf.Tensor(7.778111922194804, shape=(), dtype=float64)"
1650,"tf.Tensor(8.643208241305292, shape=(), dtype=float64)"
1651,"tf.Tensor(5.434134931271394, shape=(), dtype=float64)"
1652,"tf.Tensor(6.556752765639684, shape=(), dtype=float64)"
1653,"tf.Tensor(6.35677314243051, shape=(), dtype=float64)"
1654,"tf.Tensor(7.4683749531187775, shape=(), dtype=float64)"
1655,"tf.Tensor(5.583876602116801, shape=(), dtype=float64)"
1656,"tf.Tensor(7.808229003747647, shape=(), dtype=float64)"
1657,"tf.Tensor(6.801600911172119, shape=(), dtype=float64)"
1658,"tf.Tensor(6.075858881748922, shape=(), dtype=float64)"
1659,"tf.Tensor(6.46276135832709, shape=(), dtype=float64)"
1660,"tf.Tensor(8.19300261523306, shape=(), dtype=float64)"
1661,"tf.Tensor(6.574862190500387, shape=(), dtype=float64)"
1662,"tf.Tensor(7.132733039620724, shape=(), dtype=float64)"
1663,"tf.Tensor(4.875224798598261, shape=(), dtype=float64)"
1664,"tf.Tensor(7.344978389050936, shape=(), dtype=float64)"
1665,"tf.Tensor(5.55752077010819, shape=(), dtype=float64)"
1666,"tf.Tensor(6.543369862974607, shape=(), dtype=float64)"
1667,"tf.Tensor(6.633581003196217, shape=(), dtype=float64)"
1668,"tf.Tensor(7.5284985644798565, shape=(), dtype=float64)"
1669,"tf.Tensor(5.6822902671022275, shape=(), dtype=float64)"
1670,"tf.Tensor(7.006332494533521, shape=(), dtype=float64)"
1671,"tf.Tensor(5.931946455902997, shape=(), dtype=float64)"
1672,"tf.Tensor(7.1372861311853635, shape=(), dtype=float64)"
1673,"tf.Tensor(6.695599490383949, shape=(), dtype=float64)"
1674,"tf.Tensor(6.504903096639159, shape=(), dtype=float64)"
1675,"tf.Tensor(6.173743182723209, shape=(), dtype=float64)"
1676,"tf.Tensor(7.663911830420403, shape=(), dtype=float64)"
1677,"tf.Tensor(6.231754675538033, shape=(), dtype=float64)"
1678,"tf.Tensor(5.799027635635642, shape=(), dtype=float64)"
1679,"tf.Tensor(8.341496279423916, shape=(), dtype=float64)"
1680,"tf.Tensor(7.884787779515865, shape=(), dtype=float64)"
1681,"tf.Tensor(6.827119316480065, shape=(), dtype=float64)"
1682,"tf.Tensor(7.217679642215201, shape=(), dtype=float64)"
1683,"tf.Tensor(8.588851386633618, shape=(), dtype=float64)"
1684,"tf.Tensor(5.5055212743788955, shape=(), dtype=float64)"
1685,"tf.Tensor(7.701790145621808, shape=(), dtype=float64)"
1686,"tf.Tensor(6.976022742885906, shape=(), dtype=float64)"
1687,"tf.Tensor(7.1038805209566664, shape=(), dtype=float64)"
1688,"tf.Tensor(8.90436455827198, shape=(), dtype=float64)"
1689,"tf.Tensor(7.3982400108725015, shape=(), dtype=float64)"
1690,"tf.Tensor(6.004667252240888, shape=(), dtype=float64)"
1691,"tf.Tensor(7.3665981303033226, shape=(), dtype=float64)"
1692,"tf.Tensor(4.687801070504173, shape=(), dtype=float64)"
1693,"tf.Tensor(7.14505935626212, shape=(), dtype=float64)"
1694,"tf.Tensor(6.013975427401816, shape=(), dtype=float64)"
1695,"tf.Tensor(8.091249561628226, shape=(), dtype=float64)"
1696,"tf.Tensor(6.8631539384666365, shape=(), dtype=float64)"
1697,"tf.Tensor(6.85540597780566, shape=(), dtype=float64)"
1698,"tf.Tensor(6.181485002107395, shape=(), dtype=float64)"
1699,"tf.Tensor(7.82838853694215, shape=(), dtype=float64)"
1700,"tf.Tensor(8.321304242386718, shape=(), dtype=float64)"
1701,"tf.Tensor(7.694331235095818, shape=(), dtype=float64)"
1702,"tf.Tensor(7.472402424433377, shape=(), dtype=float64)"
1703,"tf.Tensor(8.189041078183957, shape=(), dtype=float64)"
1704,"tf.Tensor(7.392278455350801, shape=(), dtype=float64)"
1705,"tf.Tensor(6.401479511317375, shape=(), dtype=float64)"
1706,"tf.Tensor(6.242671346694336, shape=(), dtype=float64)"
1707,"tf.Tensor(5.430584510963156, shape=(), dtype=float64)"
1708,"tf.Tensor(6.446610612258084, shape=(), dtype=float64)"
1709,"tf.Tensor(5.649005784636675, shape=(), dtype=float64)"
1710,"tf.Tensor(7.51225495543645, shape=(), dtype=float64)"
1711,"tf.Tensor(6.811419744152682, shape=(), dtype=float64)"
1712,"tf.Tensor(7.0015627911408, shape=(), dtype=float64)"
1713,"tf.Tensor(4.859733468577738, shape=(), dtype=float64)"
1714,"tf.Tensor(7.152821614161188, shape=(), dtype=float64)"
1715,"tf.Tensor(8.575280614266134, shape=(), dtype=float64)"
1716,"tf.Tensor(5.901223374196961, shape=(), dtype=float64)"
1717,"tf.Tensor(8.146693655464022, shape=(), dtype=float64)"
1718,"tf.Tensor(5.725801459614431, shape=(), dtype=float64)"
1719,"tf.Tensor(8.34010220347606, shape=(), dtype=float64)"
1720,"tf.Tensor(7.926599977777233, shape=(), dtype=float64)"
1721,"tf.Tensor(5.841890994442953, shape=(), dtype=float64)"
1722,"tf.Tensor(7.2616995382990925, shape=(), dtype=float64)"
1723,"tf.Tensor(6.883265138240209, shape=(), dtype=float64)"
1724,"tf.Tensor(6.330821394114513, shape=(), dtype=float64)"
1725,"tf.Tensor(6.238706587251635, shape=(), dtype=float64)"
1726,"tf.Tensor(4.46238401523508, shape=(), dtype=float64)"
1727,"tf.Tensor(5.52987515555163, shape=(), dtype=float64)"
1728,"tf.Tensor(6.685429460513067, shape=(), dtype=float64)"
1729,"tf.Tensor(6.751477830357638, shape=(), dtype=float64)"
1730,"tf.Tensor(7.08241980634291, shape=(), dtype=float64)"
1731,"tf.Tensor(6.746309865394672, shape=(), dtype=float64)"
1732,"tf.Tensor(6.758849635040004, shape=(), dtype=float64)"
1733,"tf.Tensor(7.553080847730393, shape=(), dtype=float64)"
1734,"tf.Tensor(7.413645180592311, shape=(), dtype=float64)"
1735,"tf.Tensor(6.1262794453072535, shape=(), dtype=float64)"
1736,"tf.Tensor(6.404216969485298, shape=(), dtype=float64)"
1737,"tf.Tensor(6.255330328565511, shape=(), dtype=float64)"
1738,"tf.Tensor(6.480168146332273, shape=(), dtype=float64)"
1739,"tf.Tensor(5.487808040895697, shape=(), dtype=float64)"
1740,"tf.Tensor(5.985652655973241, shape=(), dtype=float64)"
1741,"tf.Tensor(7.746357723459088, shape=(), dtype=float64)"
1742,"tf.Tensor(6.523016382444165, shape=(), dtype=float64)"
1743,"tf.Tensor(6.699910630973001, shape=(), dtype=float64)"
1744,"tf.Tensor(6.876260104163333, shape=(), dtype=float64)"
1745,"tf.Tensor(6.433900583249717, shape=(), dtype=float64)"
1746,"tf.Tensor(6.545608073387715, shape=(), dtype=float64)"
1747,"tf.Tensor(7.472689202045039, shape=(), dtype=float64)"
1748,"tf.Tensor(5.8131019072033725, shape=(), dtype=float64)"
1749,"tf.Tensor(7.4594495692583696, shape=(), dtype=float64)"
1750,"tf.Tensor(6.687297221227869, shape=(), dtype=float64)"
1751,"tf.Tensor(7.783973395389213, shape=(), dtype=float64)"
1752,"tf.Tensor(6.214702363741199, shape=(), dtype=float64)"
1753,"tf.Tensor(6.080595060097882, shape=(), dtype=float64)"
1754,"tf.Tensor(5.656118282844565, shape=(), dtype=float64)"
1755,"tf.Tensor(5.656118282844565, shape=(), dtype=float64)"
1756,"tf.Tensor(6.861634293843094, shape=(), dtype=float64)"
1757,"tf.Tensor(5.85803685016564, shape=(), dtype=float64)"
1758,"tf.Tensor(5.751284467525667, shape=(), dtype=float64)"
1759,"tf.Tensor(7.000103180251167, shape=(), dtype=float64)"
1760,"tf.Tensor(6.250033767552599, shape=(), dtype=float64)"
1761,"tf.Tensor(6.953930918173982, shape=(), dtype=float64)"
1762,"tf.Tensor(6.064663340610012, shape=(), dtype=float64)"
1763,"tf.Tensor(6.363202392267209, shape=(), dtype=float64)"
1764,"tf.Tensor(6.173012496398131, shape=(), dtype=float64)"
1765,"tf.Tensor(6.065269952778027, shape=(), dtype=float64)"
1766,"tf.Tensor(8.084742217719532, shape=(), dtype=float64)"
1767,"tf.Tensor(6.441102614513538, shape=(), dtype=float64)"
1768,"tf.Tensor(6.464661050815926, shape=(), dtype=float64)"
1769,"tf.Tensor(7.608906817401347, shape=(), dtype=float64)"
1770,"tf.Tensor(5.859369438816994, shape=(), dtype=float64)"
1771,"tf.Tensor(6.151944963409952, shape=(), dtype=float64)"
1772,"tf.Tensor(7.058335128949719, shape=(), dtype=float64)"
1773,"tf.Tensor(6.658510251232846, shape=(), dtype=float64)"
1774,"tf.Tensor(7.627769370728041, shape=(), dtype=float64)"
1775,"tf.Tensor(8.151107762428358, shape=(), dtype=float64)"
1776,"tf.Tensor(6.69629919782897, shape=(), dtype=float64)"
1777,"tf.Tensor(7.01429801974306, shape=(), dtype=float64)"
1778,"tf.Tensor(6.618152909199398, shape=(), dtype=float64)"
1779,"tf.Tensor(7.65820177940519, shape=(), dtype=float64)"
1780,"tf.Tensor(6.330114127582478, shape=(), dtype=float64)"
1781,"tf.Tensor(7.780087360299793, shape=(), dtype=float64)"
1782,"tf.Tensor(7.084869894378622, shape=(), dtype=float64)"
1783,"tf.Tensor(4.5742869347878665, shape=(), dtype=float64)"
1784,"tf.Tensor(5.821371485084969, shape=(), dtype=float64)"
1785,"tf.Tensor(6.6104996363006885, shape=(), dtype=float64)"
1786,"tf.Tensor(7.686906441125655, shape=(), dtype=float64)"
1787,"tf.Tensor(6.853449830709916, shape=(), dtype=float64)"
1788,"tf.Tensor(6.85571192628521, shape=(), dtype=float64)"
1789,"tf.Tensor(7.398256348465269, shape=(), dtype=float64)"
1790,"tf.Tensor(7.857596548596802, shape=(), dtype=float64)"
1791,"tf.Tensor(5.335252295737903, shape=(), dtype=float64)"
1792,"tf.Tensor(3.9662191146781476, shape=(), dtype=float64)"
1793,"tf.Tensor(7.313895517237743, shape=(), dtype=float64)"
1794,"tf.Tensor(7.388282971744109, shape=(), dtype=float64)"
1795,
1796,"tf.Tensor(6.169122380545128, shape=(), dtype=float64)"
1797,"tf.Tensor(6.054577427108547, shape=(), dtype=float64)"
1798,"tf.Tensor(7.263962470231737, shape=(), dtype=float64)"
1799,"tf.Tensor(6.631836475813144, shape=(), dtype=float64)"
1800,"tf.Tensor(5.749758845424546, shape=(), dtype=float64)"
1801,"tf.Tensor(8.32853178847391, shape=(), dtype=float64)"
1802,"tf.Tensor(6.637044343904349, shape=(), dtype=float64)"
1803,"tf.Tensor(7.558172253037647, shape=(), dtype=float64)"
1804,"tf.Tensor(5.524326134084181, shape=(), dtype=float64)"
1805,"tf.Tensor(7.223769341482028, shape=(), dtype=float64)"
1806,"tf.Tensor(5.435372525695092, shape=(), dtype=float64)"
1807,"tf.Tensor(7.25255465423468, shape=(), dtype=float64)"
1808,"tf.Tensor(6.080907398618129, shape=(), dtype=float64)"
1809,"tf.Tensor(6.430646896916513, shape=(), dtype=float64)"
1810,"tf.Tensor(6.28074935174787, shape=(), dtype=float64)"
1811,"tf.Tensor(6.105815313195663, shape=(), dtype=float64)"
1812,"tf.Tensor(6.6767487075306855, shape=(), dtype=float64)"
1813,"tf.Tensor(5.654890740334133, shape=(), dtype=float64)"
1814,"tf.Tensor(7.060170441097738, shape=(), dtype=float64)"
1815,"tf.Tensor(5.821729041975033, shape=(), dtype=float64)"
1816,"tf.Tensor(7.727199442471062, shape=(), dtype=float64)"
1817,"tf.Tensor(5.729118333241798, shape=(), dtype=float64)"
1818,"tf.Tensor(4.307694042571501, shape=(), dtype=float64)"
1819,"tf.Tensor(7.350052900604413, shape=(), dtype=float64)"
1820,"tf.Tensor(5.683590743270699, shape=(), dtype=float64)"
1821,"tf.Tensor(7.920738614212644, shape=(), dtype=float64)"
1822,"tf.Tensor(7.016410871603708, shape=(), dtype=float64)"
1823,"tf.Tensor(9.129858813355197, shape=(), dtype=float64)"
1824,"tf.Tensor(6.183408043829899, shape=(), dtype=float64)"
1825,"tf.Tensor(6.346620474793741, shape=(), dtype=float64)"
1826,"tf.Tensor(6.399953054624865, shape=(), dtype=float64)"
1827,"tf.Tensor(7.413622251117885, shape=(), dtype=float64)"
1828,"tf.Tensor(6.595546318380259, shape=(), dtype=float64)"
1829,"tf.Tensor(5.9214485269463575, shape=(), dtype=float64)"
1830,"tf.Tensor(7.389844018072207, shape=(), dtype=float64)"
1831,"tf.Tensor(8.048439760076445, shape=(), dtype=float64)"
1832,"tf.Tensor(6.3005260134866425, shape=(), dtype=float64)"
1833,"tf.Tensor(6.108575106862787, shape=(), dtype=float64)"
1834,"tf.Tensor(5.6993034234245, shape=(), dtype=float64)"
1835,"tf.Tensor(6.520987159712451, shape=(), dtype=float64)"
1836,"tf.Tensor(7.736787002011663, shape=(), dtype=float64)"
1837,"tf.Tensor(5.163049602055512, shape=(), dtype=float64)"
1838,"tf.Tensor(7.438346955518235, shape=(), dtype=float64)"
1839,"tf.Tensor(7.371642252700948, shape=(), dtype=float64)"
1840,"tf.Tensor(5.926077421318478, shape=(), dtype=float64)"
1841,"tf.Tensor(3.912610357963507, shape=(), dtype=float64)"
1842,"tf.Tensor(5.7871981893583575, shape=(), dtype=float64)"
1843,"tf.Tensor(7.203791225882465, shape=(), dtype=float64)"
1844,"tf.Tensor(7.066474383717321, shape=(), dtype=float64)"
1845,"tf.Tensor(7.239435991017161, shape=(), dtype=float64)"
1846,"tf.Tensor(6.366890351972228, shape=(), dtype=float64)"
1847,"tf.Tensor(4.35808003997855, shape=(), dtype=float64)"
1848,"tf.Tensor(5.9728553874130315, shape=(), dtype=float64)"
1849,"tf.Tensor(7.616752553308517, shape=(), dtype=float64)"
1850,"tf.Tensor(7.30767103182093, shape=(), dtype=float64)"
1851,"tf.Tensor(6.89531157354728, shape=(), dtype=float64)"
1852,"tf.Tensor(6.216016398684315, shape=(), dtype=float64)"
1853,"tf.Tensor(5.236612459236309, shape=(), dtype=float64)"
1854,"tf.Tensor(6.2734519341509625, shape=(), dtype=float64)"
1855,"tf.Tensor(6.7629508666668805, shape=(), dtype=float64)"
1856,"tf.Tensor(6.408486831634079, shape=(), dtype=float64)"
1857,"tf.Tensor(6.882036559461806, shape=(), dtype=float64)"
1858,"tf.Tensor(5.622834550727921, shape=(), dtype=float64)"
1859,"tf.Tensor(6.718476900030364, shape=(), dtype=float64)"
1860,"tf.Tensor(5.8807274362950315, shape=(), dtype=float64)"
1861,"tf.Tensor(7.124750530533302, shape=(), dtype=float64)"
1862,"tf.Tensor(9.184337197423709, shape=(), dtype=float64)"
1863,"tf.Tensor(6.925731603721328, shape=(), dtype=float64)"
1864,"tf.Tensor(5.820918317497944, shape=(), dtype=float64)"
1865,"tf.Tensor(5.876303092013717, shape=(), dtype=float64)"
1866,"tf.Tensor(7.821989871739301, shape=(), dtype=float64)"
1867,"tf.Tensor(6.071742573167474, shape=(), dtype=float64)"
1868,"tf.Tensor(6.40947262446386, shape=(), dtype=float64)"
1869,"tf.Tensor(5.718409824622291, shape=(), dtype=float64)"
