,variation
1857,"tf.Tensor(16.223213, shape=(), dtype=float32)"
1858,"tf.Tensor(16.436314, shape=(), dtype=float32)"
1859,"tf.Tensor(17.10738, shape=(), dtype=float32)"
1860,"tf.Tensor(15.180626, shape=(), dtype=float32)"
1861,"tf.Tensor(16.265219, shape=(), dtype=float32)"
1862,"tf.Tensor(15.327067, shape=(), dtype=float32)"
1863,"tf.Tensor(15.81254, shape=(), dtype=float32)"
1864,"tf.Tensor(18.180798, shape=(), dtype=float32)"
1865,"tf.Tensor(15.294116, shape=(), dtype=float32)"
1866,"tf.Tensor(16.738153, shape=(), dtype=float32)"
1867,"tf.Tensor(14.622873, shape=(), dtype=float32)"
1868,"tf.Tensor(17.53761, shape=(), dtype=float32)"
1869,"tf.Tensor(16.788269, shape=(), dtype=float32)"
1870,"tf.Tensor(16.624727, shape=(), dtype=float32)"
1871,"tf.Tensor(15.080054, shape=(), dtype=float32)"
1872,"tf.Tensor(15.203034, shape=(), dtype=float32)"
1873,"tf.Tensor(18.60474, shape=(), dtype=float32)"
1874,"tf.Tensor(16.890507, shape=(), dtype=float32)"
1875,"tf.Tensor(13.576325, shape=(), dtype=float32)"
1876,"tf.Tensor(16.06522, shape=(), dtype=float32)"
1877,"tf.Tensor(16.145956, shape=(), dtype=float32)"
1878,"tf.Tensor(15.22285, shape=(), dtype=float32)"
1879,"tf.Tensor(16.295689, shape=(), dtype=float32)"
1880,"tf.Tensor(16.77567, shape=(), dtype=float32)"
1881,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1882,"tf.Tensor(15.050397, shape=(), dtype=float32)"
1883,"tf.Tensor(16.61455, shape=(), dtype=float32)"
1884,"tf.Tensor(15.073251, shape=(), dtype=float32)"
1885,"tf.Tensor(16.362514, shape=(), dtype=float32)"
1886,"tf.Tensor(15.032865, shape=(), dtype=float32)"
1887,"tf.Tensor(15.213026, shape=(), dtype=float32)"
1888,"tf.Tensor(15.354406, shape=(), dtype=float32)"
1889,"tf.Tensor(15.93427, shape=(), dtype=float32)"
1890,"tf.Tensor(15.121862, shape=(), dtype=float32)"
1891,"tf.Tensor(15.864058, shape=(), dtype=float32)"
1892,"tf.Tensor(14.38401, shape=(), dtype=float32)"
1893,"tf.Tensor(17.248615, shape=(), dtype=float32)"
1894,"tf.Tensor(16.737679, shape=(), dtype=float32)"
1895,"tf.Tensor(14.32877, shape=(), dtype=float32)"
1896,"tf.Tensor(17.23423, shape=(), dtype=float32)"
1897,"tf.Tensor(16.671753, shape=(), dtype=float32)"
1898,"tf.Tensor(15.998871, shape=(), dtype=float32)"
1899,"tf.Tensor(16.080338, shape=(), dtype=float32)"
1900,"tf.Tensor(16.483051, shape=(), dtype=float32)"
1901,"tf.Tensor(14.853887, shape=(), dtype=float32)"
1902,"tf.Tensor(15.837528, shape=(), dtype=float32)"
1903,"tf.Tensor(16.24241, shape=(), dtype=float32)"
1904,
1905,"tf.Tensor(17.071386, shape=(), dtype=float32)"
1906,"tf.Tensor(16.58338, shape=(), dtype=float32)"
1907,"tf.Tensor(14.455685, shape=(), dtype=float32)"
1908,"tf.Tensor(15.579996, shape=(), dtype=float32)"
1909,"tf.Tensor(17.207684, shape=(), dtype=float32)"
1910,"tf.Tensor(16.56665, shape=(), dtype=float32)"
1911,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1912,"tf.Tensor(16.921684, shape=(), dtype=float32)"
1913,"tf.Tensor(15.693368, shape=(), dtype=float32)"
1914,"tf.Tensor(16.127048, shape=(), dtype=float32)"
1915,"tf.Tensor(15.474043, shape=(), dtype=float32)"
1916,"tf.Tensor(16.757046, shape=(), dtype=float32)"
1917,"tf.Tensor(16.70566, shape=(), dtype=float32)"
1918,"tf.Tensor(15.113477, shape=(), dtype=float32)"
1919,"tf.Tensor(17.261322, shape=(), dtype=float32)"
1920,"tf.Tensor(14.892951, shape=(), dtype=float32)"
1921,"tf.Tensor(16.982964, shape=(), dtype=float32)"
1922,"tf.Tensor(15.969069, shape=(), dtype=float32)"
1923,"tf.Tensor(17.626947, shape=(), dtype=float32)"
1924,"tf.Tensor(16.042475, shape=(), dtype=float32)"
1925,"tf.Tensor(14.737485, shape=(), dtype=float32)"
1926,"tf.Tensor(15.109891, shape=(), dtype=float32)"
1927,"tf.Tensor(16.934778, shape=(), dtype=float32)"
1928,"tf.Tensor(15.124118, shape=(), dtype=float32)"
1929,"tf.Tensor(15.46351, shape=(), dtype=float32)"
1930,"tf.Tensor(15.650484, shape=(), dtype=float32)"
1931,"tf.Tensor(15.50007, shape=(), dtype=float32)"
1932,"tf.Tensor(16.319145, shape=(), dtype=float32)"
1933,"tf.Tensor(17.943663, shape=(), dtype=float32)"
1934,"tf.Tensor(16.629032, shape=(), dtype=float32)"
1935,"tf.Tensor(13.992684, shape=(), dtype=float32)"
1936,"tf.Tensor(15.005035, shape=(), dtype=float32)"
1937,"tf.Tensor(16.436663, shape=(), dtype=float32)"
1938,"tf.Tensor(15.294116, shape=(), dtype=float32)"
1939,"tf.Tensor(17.359402, shape=(), dtype=float32)"
1940,"tf.Tensor(15.535893, shape=(), dtype=float32)"
1941,"tf.Tensor(15.208912, shape=(), dtype=float32)"
1942,"tf.Tensor(15.070753, shape=(), dtype=float32)"
1943,"tf.Tensor(15.527778, shape=(), dtype=float32)"
1944,"tf.Tensor(16.055616, shape=(), dtype=float32)"
1945,"tf.Tensor(15.163989, shape=(), dtype=float32)"
1946,"tf.Tensor(14.864867, shape=(), dtype=float32)"
1947,"tf.Tensor(15.930723, shape=(), dtype=float32)"
1948,"tf.Tensor(16.700634, shape=(), dtype=float32)"
1949,"tf.Tensor(15.24147, shape=(), dtype=float32)"
1950,"tf.Tensor(15.043162, shape=(), dtype=float32)"
1951,"tf.Tensor(18.03644, shape=(), dtype=float32)"
1952,"tf.Tensor(16.062187, shape=(), dtype=float32)"
1953,"tf.Tensor(14.809513, shape=(), dtype=float32)"
1954,"tf.Tensor(16.492792, shape=(), dtype=float32)"
1955,"tf.Tensor(14.696688, shape=(), dtype=float32)"
1956,"tf.Tensor(14.381923, shape=(), dtype=float32)"
1957,"tf.Tensor(15.376938, shape=(), dtype=float32)"
1958,"tf.Tensor(17.470537, shape=(), dtype=float32)"
1959,"tf.Tensor(16.53253, shape=(), dtype=float32)"
1960,"tf.Tensor(17.317854, shape=(), dtype=float32)"
1961,"tf.Tensor(15.260225, shape=(), dtype=float32)"
1962,"tf.Tensor(17.462275, shape=(), dtype=float32)"
1963,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1964,"tf.Tensor(14.366608, shape=(), dtype=float32)"
1965,"tf.Tensor(15.00571, shape=(), dtype=float32)"
1966,"tf.Tensor(16.189236, shape=(), dtype=float32)"
1967,"tf.Tensor(16.036865, shape=(), dtype=float32)"
1968,"tf.Tensor(16.769627, shape=(), dtype=float32)"
1969,"tf.Tensor(16.072098, shape=(), dtype=float32)"
1970,"tf.Tensor(16.16798, shape=(), dtype=float32)"
1971,"tf.Tensor(14.746092, shape=(), dtype=float32)"
1972,"tf.Tensor(15.815974, shape=(), dtype=float32)"
1973,"tf.Tensor(16.84721, shape=(), dtype=float32)"
1974,"tf.Tensor(15.047581, shape=(), dtype=float32)"
1975,"tf.Tensor(15.080461, shape=(), dtype=float32)"
1976,"tf.Tensor(15.944963, shape=(), dtype=float32)"
1977,"tf.Tensor(16.535099, shape=(), dtype=float32)"
1978,"tf.Tensor(15.331929, shape=(), dtype=float32)"
1979,"tf.Tensor(16.408545, shape=(), dtype=float32)"
1980,"tf.Tensor(16.72464, shape=(), dtype=float32)"
1981,"tf.Tensor(17.157055, shape=(), dtype=float32)"
1982,"tf.Tensor(15.439951, shape=(), dtype=float32)"
1983,"tf.Tensor(17.200891, shape=(), dtype=float32)"
1984,"tf.Tensor(15.274431, shape=(), dtype=float32)"
1985,"tf.Tensor(14.613362, shape=(), dtype=float32)"
1986,"tf.Tensor(15.174106, shape=(), dtype=float32)"
1987,"tf.Tensor(17.339943, shape=(), dtype=float32)"
1988,"tf.Tensor(16.381594, shape=(), dtype=float32)"
1989,"tf.Tensor(15.468409, shape=(), dtype=float32)"
1990,"tf.Tensor(16.144503, shape=(), dtype=float32)"
1991,"tf.Tensor(16.459126, shape=(), dtype=float32)"
1992,"tf.Tensor(17.830708, shape=(), dtype=float32)"
1993,"tf.Tensor(16.951298, shape=(), dtype=float32)"
1994,"tf.Tensor(14.401811, shape=(), dtype=float32)"
1995,"tf.Tensor(17.382986, shape=(), dtype=float32)"
1996,"tf.Tensor(16.524014, shape=(), dtype=float32)"
1997,"tf.Tensor(14.624717, shape=(), dtype=float32)"
1998,"tf.Tensor(16.996881, shape=(), dtype=float32)"
1999,"tf.Tensor(16.988003, shape=(), dtype=float32)"
2000,"tf.Tensor(15.437476, shape=(), dtype=float32)"
2001,"tf.Tensor(16.370514, shape=(), dtype=float32)"
2002,"tf.Tensor(17.268368, shape=(), dtype=float32)"
2003,"tf.Tensor(14.029569, shape=(), dtype=float32)"
2004,"tf.Tensor(16.778822, shape=(), dtype=float32)"
2005,"tf.Tensor(17.106306, shape=(), dtype=float32)"
2006,"tf.Tensor(15.775734, shape=(), dtype=float32)"
2007,"tf.Tensor(16.89897, shape=(), dtype=float32)"
2008,"tf.Tensor(15.091071, shape=(), dtype=float32)"
2009,"tf.Tensor(15.865663, shape=(), dtype=float32)"
2010,"tf.Tensor(19.598091, shape=(), dtype=float32)"
2011,"tf.Tensor(15.489216, shape=(), dtype=float32)"
2012,"tf.Tensor(18.568308, shape=(), dtype=float32)"
2013,"tf.Tensor(16.395468, shape=(), dtype=float32)"
2014,"tf.Tensor(16.836363, shape=(), dtype=float32)"
2015,"tf.Tensor(15.32544, shape=(), dtype=float32)"
2016,"tf.Tensor(15.69277, shape=(), dtype=float32)"
2017,"tf.Tensor(16.229853, shape=(), dtype=float32)"
2018,"tf.Tensor(16.759241, shape=(), dtype=float32)"
2019,"tf.Tensor(15.800416, shape=(), dtype=float32)"
2020,"tf.Tensor(15.342071, shape=(), dtype=float32)"
2021,"tf.Tensor(17.308558, shape=(), dtype=float32)"
2022,"tf.Tensor(15.449719, shape=(), dtype=float32)"
2023,"tf.Tensor(16.109959, shape=(), dtype=float32)"
2024,"tf.Tensor(16.724579, shape=(), dtype=float32)"
2025,"tf.Tensor(16.409271, shape=(), dtype=float32)"
2026,"tf.Tensor(18.044157, shape=(), dtype=float32)"
2027,"tf.Tensor(16.899422, shape=(), dtype=float32)"
2028,"tf.Tensor(16.091862, shape=(), dtype=float32)"
2029,"tf.Tensor(17.275698, shape=(), dtype=float32)"
2030,"tf.Tensor(15.791691, shape=(), dtype=float32)"
2031,"tf.Tensor(16.175072, shape=(), dtype=float32)"
2032,"tf.Tensor(15.355084, shape=(), dtype=float32)"
2033,"tf.Tensor(16.691444, shape=(), dtype=float32)"
2034,"tf.Tensor(16.356728, shape=(), dtype=float32)"
2035,"tf.Tensor(14.946919, shape=(), dtype=float32)"
2036,"tf.Tensor(16.300682, shape=(), dtype=float32)"
2037,"tf.Tensor(15.218615, shape=(), dtype=float32)"
2038,"tf.Tensor(14.76724, shape=(), dtype=float32)"
2039,"tf.Tensor(15.791229, shape=(), dtype=float32)"
2040,"tf.Tensor(17.628128, shape=(), dtype=float32)"
2041,"tf.Tensor(16.773062, shape=(), dtype=float32)"
2042,"tf.Tensor(15.393443, shape=(), dtype=float32)"
2043,"tf.Tensor(15.678782, shape=(), dtype=float32)"
2044,"tf.Tensor(16.746405, shape=(), dtype=float32)"
2045,"tf.Tensor(16.651913, shape=(), dtype=float32)"
2046,
2047,"tf.Tensor(15.578033, shape=(), dtype=float32)"
2048,"tf.Tensor(15.939865, shape=(), dtype=float32)"
2049,"tf.Tensor(17.333885, shape=(), dtype=float32)"
2050,"tf.Tensor(16.48924, shape=(), dtype=float32)"
2051,"tf.Tensor(16.478926, shape=(), dtype=float32)"
2052,"tf.Tensor(15.339603, shape=(), dtype=float32)"
2053,"tf.Tensor(16.77316, shape=(), dtype=float32)"
2054,"tf.Tensor(16.65355, shape=(), dtype=float32)"
2055,"tf.Tensor(15.791717, shape=(), dtype=float32)"
2056,"tf.Tensor(16.121166, shape=(), dtype=float32)"
2057,
2058,"tf.Tensor(15.670983, shape=(), dtype=float32)"
2059,"tf.Tensor(16.57035, shape=(), dtype=float32)"
2060,"tf.Tensor(16.288193, shape=(), dtype=float32)"
2061,"tf.Tensor(15.818142, shape=(), dtype=float32)"
2062,"tf.Tensor(17.164577, shape=(), dtype=float32)"
2063,"tf.Tensor(17.49987, shape=(), dtype=float32)"
2064,"tf.Tensor(16.985245, shape=(), dtype=float32)"
2065,"tf.Tensor(13.894542, shape=(), dtype=float32)"
2066,"tf.Tensor(16.406534, shape=(), dtype=float32)"
2067,"tf.Tensor(17.004189, shape=(), dtype=float32)"
2068,"tf.Tensor(18.423714, shape=(), dtype=float32)"
2069,"tf.Tensor(16.58173, shape=(), dtype=float32)"
2070,"tf.Tensor(15.082811, shape=(), dtype=float32)"
2071,"tf.Tensor(15.575734, shape=(), dtype=float32)"
2072,"tf.Tensor(16.235228, shape=(), dtype=float32)"
2073,"tf.Tensor(15.8236265, shape=(), dtype=float32)"
2074,"tf.Tensor(15.560871, shape=(), dtype=float32)"
2075,"tf.Tensor(16.619532, shape=(), dtype=float32)"
2076,"tf.Tensor(14.399983, shape=(), dtype=float32)"
2077,"tf.Tensor(14.6405735, shape=(), dtype=float32)"
2078,"tf.Tensor(15.669774, shape=(), dtype=float32)"
2079,"tf.Tensor(15.440948, shape=(), dtype=float32)"
2080,"tf.Tensor(16.599985, shape=(), dtype=float32)"
2081,"tf.Tensor(14.308243, shape=(), dtype=float32)"
2082,"tf.Tensor(15.852622, shape=(), dtype=float32)"
2083,"tf.Tensor(14.771191, shape=(), dtype=float32)"
2084,"tf.Tensor(14.469847, shape=(), dtype=float32)"
2085,"tf.Tensor(17.570328, shape=(), dtype=float32)"
2086,"tf.Tensor(15.85356, shape=(), dtype=float32)"
2087,"tf.Tensor(17.603458, shape=(), dtype=float32)"
2088,"tf.Tensor(16.638685, shape=(), dtype=float32)"
2089,"tf.Tensor(15.712075, shape=(), dtype=float32)"
2090,"tf.Tensor(14.276508, shape=(), dtype=float32)"
2091,"tf.Tensor(14.822607, shape=(), dtype=float32)"
2092,"tf.Tensor(15.174869, shape=(), dtype=float32)"
2093,"tf.Tensor(15.27424, shape=(), dtype=float32)"
2094,"tf.Tensor(16.642256, shape=(), dtype=float32)"
2095,"tf.Tensor(16.37506, shape=(), dtype=float32)"
2096,"tf.Tensor(17.197054, shape=(), dtype=float32)"
2097,"tf.Tensor(16.251776, shape=(), dtype=float32)"
2098,"tf.Tensor(17.182987, shape=(), dtype=float32)"
2099,"tf.Tensor(17.772573, shape=(), dtype=float32)"
2100,"tf.Tensor(15.433462, shape=(), dtype=float32)"
2101,"tf.Tensor(14.507848, shape=(), dtype=float32)"
2102,"tf.Tensor(15.4735985, shape=(), dtype=float32)"
2103,"tf.Tensor(16.83748, shape=(), dtype=float32)"
2104,"tf.Tensor(15.08657, shape=(), dtype=float32)"
2105,"tf.Tensor(15.091101, shape=(), dtype=float32)"
2106,"tf.Tensor(17.910587, shape=(), dtype=float32)"
2107,"tf.Tensor(17.376413, shape=(), dtype=float32)"
2108,
2109,"tf.Tensor(15.294116, shape=(), dtype=float32)"
2110,"tf.Tensor(15.998093, shape=(), dtype=float32)"
2111,"tf.Tensor(16.682684, shape=(), dtype=float32)"
2112,"tf.Tensor(16.828438, shape=(), dtype=float32)"
2113,"tf.Tensor(17.03923, shape=(), dtype=float32)"
2114,"tf.Tensor(16.24877, shape=(), dtype=float32)"
2115,"tf.Tensor(15.809602, shape=(), dtype=float32)"
2116,"tf.Tensor(15.659055, shape=(), dtype=float32)"
2117,"tf.Tensor(17.860977, shape=(), dtype=float32)"
2118,"tf.Tensor(14.719124, shape=(), dtype=float32)"
2119,"tf.Tensor(16.108492, shape=(), dtype=float32)"
2120,"tf.Tensor(16.260736, shape=(), dtype=float32)"
2121,"tf.Tensor(16.865374, shape=(), dtype=float32)"
2122,"tf.Tensor(17.0749, shape=(), dtype=float32)"
2123,"tf.Tensor(14.785056, shape=(), dtype=float32)"
2124,"tf.Tensor(16.874811, shape=(), dtype=float32)"
2125,"tf.Tensor(16.472773, shape=(), dtype=float32)"
2126,"tf.Tensor(15.183423, shape=(), dtype=float32)"
2127,"tf.Tensor(16.04514, shape=(), dtype=float32)"
2128,"tf.Tensor(17.459433, shape=(), dtype=float32)"
2129,"tf.Tensor(15.852874, shape=(), dtype=float32)"
2130,"tf.Tensor(16.769743, shape=(), dtype=float32)"
2131,"tf.Tensor(16.111523, shape=(), dtype=float32)"
2132,"tf.Tensor(15.689354, shape=(), dtype=float32)"
2133,"tf.Tensor(14.896054, shape=(), dtype=float32)"
2134,"tf.Tensor(14.2046175, shape=(), dtype=float32)"
2135,"tf.Tensor(17.5202, shape=(), dtype=float32)"
2136,"tf.Tensor(16.033918, shape=(), dtype=float32)"
2137,"tf.Tensor(15.769812, shape=(), dtype=float32)"
2138,"tf.Tensor(17.221848, shape=(), dtype=float32)"
2139,"tf.Tensor(16.8699, shape=(), dtype=float32)"
2140,"tf.Tensor(16.245838, shape=(), dtype=float32)"
2141,"tf.Tensor(16.177216, shape=(), dtype=float32)"
2142,"tf.Tensor(15.965195, shape=(), dtype=float32)"
2143,"tf.Tensor(16.996881, shape=(), dtype=float32)"
2144,"tf.Tensor(16.9259, shape=(), dtype=float32)"
2145,"tf.Tensor(15.576641, shape=(), dtype=float32)"
2146,"tf.Tensor(16.597017, shape=(), dtype=float32)"
2147,"tf.Tensor(14.559982, shape=(), dtype=float32)"
2148,"tf.Tensor(15.576641, shape=(), dtype=float32)"
2149,"tf.Tensor(15.259634, shape=(), dtype=float32)"
2150,"tf.Tensor(15.887646, shape=(), dtype=float32)"
2151,"tf.Tensor(16.81635, shape=(), dtype=float32)"
2152,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2153,"tf.Tensor(14.881167, shape=(), dtype=float32)"
2154,"tf.Tensor(16.766481, shape=(), dtype=float32)"
2155,"tf.Tensor(19.121965, shape=(), dtype=float32)"
2156,"tf.Tensor(19.121965, shape=(), dtype=float32)"
2157,"tf.Tensor(16.811771, shape=(), dtype=float32)"
2158,"tf.Tensor(16.142698, shape=(), dtype=float32)"
2159,"tf.Tensor(15.065021, shape=(), dtype=float32)"
2160,"tf.Tensor(16.355526, shape=(), dtype=float32)"
2161,"tf.Tensor(14.508463, shape=(), dtype=float32)"
2162,"tf.Tensor(17.327208, shape=(), dtype=float32)"
2163,"tf.Tensor(16.5643, shape=(), dtype=float32)"
2164,"tf.Tensor(16.856445, shape=(), dtype=float32)"
2165,"tf.Tensor(16.829268, shape=(), dtype=float32)"
2166,"tf.Tensor(17.320423, shape=(), dtype=float32)"
2167,"tf.Tensor(17.724274, shape=(), dtype=float32)"
2168,"tf.Tensor(15.973782, shape=(), dtype=float32)"
2169,"tf.Tensor(17.32558, shape=(), dtype=float32)"
2170,"tf.Tensor(15.162267, shape=(), dtype=float32)"
2171,"tf.Tensor(13.703808, shape=(), dtype=float32)"
2172,"tf.Tensor(16.599985, shape=(), dtype=float32)"
2173,"tf.Tensor(15.429317, shape=(), dtype=float32)"
2174,"tf.Tensor(15.290479, shape=(), dtype=float32)"
2175,"tf.Tensor(16.9259, shape=(), dtype=float32)"
2176,"tf.Tensor(18.122667, shape=(), dtype=float32)"
2177,"tf.Tensor(15.003764, shape=(), dtype=float32)"
2178,"tf.Tensor(16.144035, shape=(), dtype=float32)"
2179,"tf.Tensor(16.731571, shape=(), dtype=float32)"
2180,"tf.Tensor(15.750989, shape=(), dtype=float32)"
2181,"tf.Tensor(16.474699, shape=(), dtype=float32)"
2182,"tf.Tensor(15.73081, shape=(), dtype=float32)"
2183,"tf.Tensor(17.154127, shape=(), dtype=float32)"
2184,"tf.Tensor(15.863098, shape=(), dtype=float32)"
2185,"tf.Tensor(16.07929, shape=(), dtype=float32)"
2186,"tf.Tensor(17.412764, shape=(), dtype=float32)"
2187,"tf.Tensor(15.75593, shape=(), dtype=float32)"
2188,"tf.Tensor(14.902162, shape=(), dtype=float32)"
2189,"tf.Tensor(15.520509, shape=(), dtype=float32)"
2190,"tf.Tensor(14.739098, shape=(), dtype=float32)"
2191,"tf.Tensor(14.636474, shape=(), dtype=float32)"
2192,"tf.Tensor(16.397396, shape=(), dtype=float32)"
2193,"tf.Tensor(15.686632, shape=(), dtype=float32)"
2194,"tf.Tensor(15.873678, shape=(), dtype=float32)"
2195,"tf.Tensor(16.397924, shape=(), dtype=float32)"
2196,"tf.Tensor(16.93534, shape=(), dtype=float32)"
2197,"tf.Tensor(15.332135, shape=(), dtype=float32)"
2198,"tf.Tensor(16.799067, shape=(), dtype=float32)"
2199,"tf.Tensor(16.35648, shape=(), dtype=float32)"
2200,
2201,"tf.Tensor(15.850497, shape=(), dtype=float32)"
2202,"tf.Tensor(17.698004, shape=(), dtype=float32)"
2203,"tf.Tensor(16.95641, shape=(), dtype=float32)"
2204,"tf.Tensor(14.90692, shape=(), dtype=float32)"
2205,"tf.Tensor(14.8255825, shape=(), dtype=float32)"
2206,"tf.Tensor(15.767345, shape=(), dtype=float32)"
2207,"tf.Tensor(14.763499, shape=(), dtype=float32)"
2208,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2209,"tf.Tensor(16.635244, shape=(), dtype=float32)"
2210,"tf.Tensor(15.233601, shape=(), dtype=float32)"
2211,"tf.Tensor(17.068033, shape=(), dtype=float32)"
2212,"tf.Tensor(15.46351, shape=(), dtype=float32)"
2213,"tf.Tensor(16.457407, shape=(), dtype=float32)"
2214,"tf.Tensor(14.762999, shape=(), dtype=float32)"
2215,"tf.Tensor(15.487372, shape=(), dtype=float32)"
2216,"tf.Tensor(16.317982, shape=(), dtype=float32)"
2217,"tf.Tensor(15.273294, shape=(), dtype=float32)"
2218,"tf.Tensor(17.331343, shape=(), dtype=float32)"
2219,"tf.Tensor(15.190851, shape=(), dtype=float32)"
2220,"tf.Tensor(16.055727, shape=(), dtype=float32)"
2221,"tf.Tensor(16.382504, shape=(), dtype=float32)"
2222,"tf.Tensor(13.742937, shape=(), dtype=float32)"
2223,"tf.Tensor(16.906097, shape=(), dtype=float32)"
2224,"tf.Tensor(16.356728, shape=(), dtype=float32)"
2225,"tf.Tensor(16.860758, shape=(), dtype=float32)"
2226,"tf.Tensor(14.729668, shape=(), dtype=float32)"
2227,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2228,"tf.Tensor(16.448736, shape=(), dtype=float32)"
2229,"tf.Tensor(14.896854, shape=(), dtype=float32)"
2230,"tf.Tensor(15.358869, shape=(), dtype=float32)"
2231,"tf.Tensor(14.967255, shape=(), dtype=float32)"
2232,"tf.Tensor(16.461721, shape=(), dtype=float32)"
2233,"tf.Tensor(15.294116, shape=(), dtype=float32)"
2234,"tf.Tensor(16.68963, shape=(), dtype=float32)"
2235,"tf.Tensor(14.475836, shape=(), dtype=float32)"
2236,"tf.Tensor(16.323196, shape=(), dtype=float32)"
2237,"tf.Tensor(17.148552, shape=(), dtype=float32)"
2238,"tf.Tensor(17.329702, shape=(), dtype=float32)"
2239,"tf.Tensor(17.115526, shape=(), dtype=float32)"
2240,"tf.Tensor(15.983204, shape=(), dtype=float32)"
2241,"tf.Tensor(16.37728, shape=(), dtype=float32)"
2242,"tf.Tensor(14.007568, shape=(), dtype=float32)"
2243,"tf.Tensor(16.224588, shape=(), dtype=float32)"
2244,"tf.Tensor(17.623516, shape=(), dtype=float32)"
2245,"tf.Tensor(16.224195, shape=(), dtype=float32)"
2246,"tf.Tensor(15.00916, shape=(), dtype=float32)"
2247,"tf.Tensor(16.05152, shape=(), dtype=float32)"
2248,"tf.Tensor(17.329702, shape=(), dtype=float32)"
2249,"tf.Tensor(15.067629, shape=(), dtype=float32)"
2250,"tf.Tensor(17.116796, shape=(), dtype=float32)"
2251,"tf.Tensor(15.852474, shape=(), dtype=float32)"
2252,"tf.Tensor(17.101759, shape=(), dtype=float32)"
2253,"tf.Tensor(14.387382, shape=(), dtype=float32)"
2254,"tf.Tensor(16.337318, shape=(), dtype=float32)"
2255,"tf.Tensor(15.817305, shape=(), dtype=float32)"
2256,"tf.Tensor(15.679955, shape=(), dtype=float32)"
2257,"tf.Tensor(16.127588, shape=(), dtype=float32)"
2258,"tf.Tensor(16.998661, shape=(), dtype=float32)"
2259,"tf.Tensor(14.39953, shape=(), dtype=float32)"
2260,"tf.Tensor(16.748938, shape=(), dtype=float32)"
2261,"tf.Tensor(15.8207655, shape=(), dtype=float32)"
2262,"tf.Tensor(15.016763, shape=(), dtype=float32)"
2263,"tf.Tensor(16.532076, shape=(), dtype=float32)"
2264,"tf.Tensor(14.712522, shape=(), dtype=float32)"
2265,"tf.Tensor(15.320553, shape=(), dtype=float32)"
2266,"tf.Tensor(16.141972, shape=(), dtype=float32)"
2267,"tf.Tensor(15.978371, shape=(), dtype=float32)"
2268,"tf.Tensor(14.693099, shape=(), dtype=float32)"
2269,"tf.Tensor(16.692606, shape=(), dtype=float32)"
2270,"tf.Tensor(15.22555, shape=(), dtype=float32)"
2271,"tf.Tensor(16.896532, shape=(), dtype=float32)"
2272,"tf.Tensor(17.89888, shape=(), dtype=float32)"
2273,"tf.Tensor(16.398607, shape=(), dtype=float32)"
2274,"tf.Tensor(16.048126, shape=(), dtype=float32)"
2275,"tf.Tensor(15.466736, shape=(), dtype=float32)"
2276,"tf.Tensor(15.558904, shape=(), dtype=float32)"
2277,"tf.Tensor(13.95878, shape=(), dtype=float32)"
2278,"tf.Tensor(15.286689, shape=(), dtype=float32)"
2279,"tf.Tensor(15.813762, shape=(), dtype=float32)"
2280,"tf.Tensor(16.098412, shape=(), dtype=float32)"
2281,"tf.Tensor(15.765668, shape=(), dtype=float32)"
2282,"tf.Tensor(15.109045, shape=(), dtype=float32)"
2283,"tf.Tensor(16.671753, shape=(), dtype=float32)"
2284,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2285,"tf.Tensor(16.750982, shape=(), dtype=float32)"
2286,"tf.Tensor(16.501326, shape=(), dtype=float32)"
2287,"tf.Tensor(14.926242, shape=(), dtype=float32)"
2288,"tf.Tensor(14.727104, shape=(), dtype=float32)"
2289,"tf.Tensor(17.22565, shape=(), dtype=float32)"
2290,"tf.Tensor(17.378754, shape=(), dtype=float32)"
2291,"tf.Tensor(14.599181, shape=(), dtype=float32)"
2292,"tf.Tensor(15.42806, shape=(), dtype=float32)"
2293,"tf.Tensor(17.855673, shape=(), dtype=float32)"
2294,"tf.Tensor(14.034037, shape=(), dtype=float32)"
2295,"tf.Tensor(15.337549, shape=(), dtype=float32)"
2296,"tf.Tensor(14.776351, shape=(), dtype=float32)"
2297,"tf.Tensor(15.687755, shape=(), dtype=float32)"
2298,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2299,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2300,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2301,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2302,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2303,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2304,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2305,"tf.Tensor(16.614073, shape=(), dtype=float32)"
2306,"tf.Tensor(17.086716, shape=(), dtype=float32)"
2307,"tf.Tensor(14.827487, shape=(), dtype=float32)"
2308,"tf.Tensor(16.869402, shape=(), dtype=float32)"
2309,"tf.Tensor(15.128902, shape=(), dtype=float32)"
2310,"tf.Tensor(14.957349, shape=(), dtype=float32)"
2311,"tf.Tensor(14.868719, shape=(), dtype=float32)"
